Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Number of Dependents,Total Customer Svc Requests,Product/Service Issues Reported,Contract_One Year,Contract_Two Year,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Payment Method_Credit Card,Payment Method_Mailed Check
0,4,0,1,21,0,0,0,0,0,0,0,0,1,26.208,0.0,22.0,0.0,1,73,0,2,0,0,0,0,0,0,0,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,20.95,18.17,0.0,173.03,1,33,2,0,0,0,0,0,0,1,0,0
1,8,0,1,75,0,0,0,0,0,0,0,0,0,44.65,0.0,277.0,246.16,1,45,3,0,0,0,0,1,0,0,0,0
6,38,0,0,0,0,0,0,0,0,0,0,0,0,20.45,0.0,0.0,108.68,0,26,2,0,0,0,0,0,0,1,1,0
0,63,1,1,59,1,1,1,1,0,0,0,1,0,68.8,0.0,0.0,2417.31,1,20,0,0,0,1,0,0,0,0,0,0
0,20,1,1,14,0,0,1,0,1,1,0,0,1,102.492,0.0,258.0,888.8,1,73,0,5,0,0,0,0,0,0,0,0
5,45,1,0,0,0,0,0,0,0,0,0,0,1,24.65,0.0,0.0,1690.65,0,21,1,1,0,0,1,0,0,1,1,0
4,31,0,1,15,0,0,0,1,0,0,0,1,1,49.2,0.0,0.0,37.2,0,51,0,1,0,0,0,1,0,0,1,0
5,64,1,1,48,1,1,1,0,0,0,0,1,0,89.45,0.0,0.0,883.2,1,30,0,0,0,1,0,0,1,0,0,0
0,72,1,0,0,0,0,0,0,0,0,0,0,0,24.1,0.0,0.0,1414.08,1,48,1,2,0,0,1,0,0,1,1,0
0,4,1,0,0,0,0,0,0,0,0,0,0,0,23.9,0.0,0.0,25.44,0,33,0,0,0,1,0,0,0,1,0,0
0,29,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0.0,0.0,80.03999999999999,0,46,0,1,0,0,0,0,0,1,1,0
5,71,0,0,0,0,0,0,0,0,0,0,0,0,20.85,0.0,0.0,3182.22,1,55,0,4,0,1,0,0,0,1,0,0
1,59,1,1,19,0,1,1,0,1,1,1,0,1,106.15,0.0,1189.0,2078.57,0,63,1,1,0,1,0,1,0,0,0,0
0,1,0,1,31,0,1,1,0,0,0,0,0,1,85.592,0.0,0.0,33.41,0,64,0,4,4,0,0,0,0,0,0,0
0,4,0,1,25,0,1,0,0,1,1,1,0,1,71.39600000000002,0.0,65.0,42.56,0,51,0,6,0,0,0,1,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0,0,0,20.35,0.0,0.0,1073.7900000000002,1,42,0,0,0,0,1,0,0,1,1,0
9,6,0,1,20,0,0,0,0,0,0,0,0,1,69.8,0.0,76.0,231.0,1,48,3,0,0,0,0,0,1,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0.0,0.0,368.28,1,22,0,1,0,1,0,0,0,1,0,1
0,15,1,1,6,0,1,0,0,0,0,0,1,1,83.408,0.0,0.0,181.2,1,75,0,5,0,0,0,0,1,0,0,0
0,38,0,1,33,0,1,1,1,1,0,0,0,1,72.956,0.0,824.0,218.5,1,73,0,2,2,1,0,1,0,0,1,0
4,35,1,1,53,0,1,0,0,1,0,0,0,1,89.65,0.0,1676.0,1682.8,1,41,3,3,0,0,0,0,1,0,0,0
1,38,0,1,14,1,1,0,0,0,0,0,0,1,82.628,9.36,422.0,1353.18,1,44,0,4,1,0,0,0,0,0,0,0
0,57,0,0,0,0,0,0,0,0,0,0,0,0,20.55,0.0,0.0,740.4300000000001,1,56,0,3,1,0,1,0,0,1,1,0
5,67,1,1,82,1,0,0,0,1,1,1,0,1,75.5,0.0,4288.0,91.12,0,24,0,0,0,0,1,1,0,0,0,0
0,31,1,1,24,0,1,0,1,1,0,0,1,1,71.05,0.0,0.0,198.4,1,39,0,1,0,0,0,1,0,0,0,0
1,16,1,1,30,0,0,0,0,0,1,0,0,1,88.764,0.0,413.0,158.88,0,66,0,0,0,0,0,0,0,0,1,0
4,42,0,0,0,0,0,0,0,0,0,0,0,1,19.05,0.0,0.0,1455.7199999999998,0,31,3,1,0,1,0,0,0,1,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,20.35,0.0,0.0,158.9,1,46,0,0,0,0,0,0,0,1,1,0
5,62,0,1,71,1,0,1,0,0,0,0,1,0,54.75,8.5,0.0,2041.04,0,22,3,1,0,1,0,0,1,0,1,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0.0,0.0,54.34,0,19,0,0,0,0,0,0,0,1,0,1
10,41,1,1,59,1,1,0,0,1,0,0,1,1,94.3,0.0,0.0,65.60000000000001,0,19,2,0,0,0,0,0,0,0,0,0
0,16,0,1,65,1,0,0,0,1,1,1,0,1,98.02,0.0,964.0,327.04,1,27,0,2,1,0,0,1,0,0,0,0
0,8,0,1,6,0,0,0,1,0,0,0,1,0,49.4,0.0,2.45,167.2,0,52,0,0,0,0,0,1,0,0,0,0
1,68,1,1,53,1,0,1,1,1,1,1,0,1,109.05,0.0,3980.0,1252.5600000000002,0,55,3,0,0,0,1,0,0,0,0,0
0,7,0,1,24,0,0,0,1,1,0,0,0,1,61.88,0.0,100.0,15.68,0,54,0,6,0,0,0,0,0,0,1,0
0,10,0,1,20,0,0,0,0,0,1,0,1,1,82.42,0.0,0.0,75.1,1,75,0,2,1,0,0,1,0,0,0,0
1,21,0,1,30,0,1,0,0,1,0,0,1,1,58.85,0.0,36.46,750.12,0,63,3,0,0,1,0,1,0,0,1,0
2,61,1,0,0,0,0,0,0,0,0,0,0,0,25.45,0.0,0.0,703.3299999999999,1,48,0,1,1,0,1,0,0,1,0,0
8,53,0,0,0,0,0,0,0,0,0,0,0,1,19.4,0.0,0.0,1341.96,1,38,3,0,0,0,1,0,0,1,1,0
0,55,0,1,20,0,1,1,0,0,1,1,1,1,64.75,0.0,0.0,1485.0,0,63,0,0,0,0,1,0,1,0,0,1
0,16,0,1,30,1,0,0,0,1,0,0,0,1,38.9,0.0,199.0,0.0,0,34,0,0,0,0,0,1,0,0,0,0
2,71,1,0,0,0,0,0,0,0,0,0,0,0,24.45,0.0,0.0,2386.31,1,24,0,0,0,0,1,0,0,1,0,0
2,47,1,1,21,0,1,1,0,1,1,1,1,1,104.1,0.0,0.0,2288.43,1,61,0,2,0,0,0,1,0,0,0,0
5,45,1,0,0,0,0,0,0,0,0,0,0,0,24.7,0.0,0.0,2020.95,1,79,0,1,0,1,0,0,0,1,1,0
2,44,0,1,31,0,1,0,0,0,0,0,0,1,31.564000000000004,0.0,422.0,0.0,1,73,0,4,4,0,0,0,0,0,0,0
4,2,0,1,21,0,0,0,1,1,1,1,0,1,97.968,0.0,35.0,37.58,1,49,0,2,0,0,0,0,0,0,0,0
1,52,1,1,10,0,1,0,1,0,1,1,1,1,93.25,0.0,0.0,587.6,1,49,1,0,0,0,0,0,1,0,0,0
1,59,1,1,57,1,1,0,1,1,1,1,1,1,111.1,0.0,0.0,2719.9,1,40,3,0,0,0,1,1,0,0,1,0
0,3,1,1,28,0,0,0,1,1,0,0,0,1,66.144,0.0,44.0,10.92,0,57,0,2,1,0,0,0,0,0,0,0
1,31,0,0,0,0,0,0,0,0,0,0,0,1,19.55,0.0,0.0,932.17,0,45,0,1,2,0,0,0,0,1,1,0
0,15,1,1,10,0,0,0,0,0,0,0,1,1,77.168,43.31,0.0,352.95000000000005,1,74,0,4,2,0,0,0,1,0,1,0
9,60,0,1,16,1,1,1,1,0,1,0,1,1,74.85,0.0,0.0,2934.0,0,72,0,0,0,1,0,1,0,0,1,0
0,35,1,1,8,1,1,1,1,1,1,1,1,1,113.2,0.0,0.0,1067.5,0,49,0,0,0,0,1,0,1,0,1,0
0,15,1,0,0,0,0,0,0,0,0,0,0,0,25.05,0.0,0.0,614.55,0,52,0,2,2,0,1,0,0,1,0,0
0,2,0,1,12,0,0,0,1,0,0,0,0,0,31.044000000000004,0.0,9.0,0.0,1,64,0,0,0,0,0,0,1,0,0,0
0,67,1,1,29,1,1,1,1,1,1,0,1,1,116.1,0.0,0.0,2985.52,1,68,0,0,0,0,1,0,0,0,1,0
0,33,0,1,25,0,0,0,0,0,0,0,1,0,70.98,0.0,0.0,951.72,1,37,0,6,2,0,0,1,0,0,0,0
0,24,1,0,0,0,0,0,0,0,0,0,0,0,25.15,0.0,0.0,639.36,0,19,0,1,0,0,1,0,0,1,1,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.0,0.0,394.0,1,43,2,1,0,1,0,0,0,1,0,0
6,31,1,1,59,0,0,0,0,0,1,1,0,0,59.7,0.0,1077.0,950.77,1,21,1,0,0,0,0,0,1,0,0,0
0,50,1,1,21,1,1,1,1,1,1,1,0,0,114.35,0.0,1216.0,990.0,1,46,0,2,0,1,0,1,0,0,1,0
7,47,1,1,19,1,1,1,1,1,1,1,1,1,113.45,0.0,0.0,431.93,1,58,1,0,0,1,0,0,1,0,0,0
0,58,0,1,20,1,1,0,0,1,0,0,1,1,65.25,0.0,0.0,2329.28,0,47,0,1,0,0,0,0,0,0,1,0
0,34,0,1,23,0,0,0,0,0,0,0,0,1,72.8,11.0,556.0,158.44,0,61,0,4,2,0,0,0,0,0,1,0
0,38,0,1,2,0,0,0,0,0,0,0,0,1,69.5,20.19,53.0,1331.52,1,63,0,1,0,0,0,0,1,0,1,0
1,70,1,1,12,1,0,0,0,0,1,1,0,0,65.2,0.0,545.0,2080.4,0,50,0,0,0,1,0,0,1,0,0,0
1,1,0,1,9,0,0,0,0,0,0,0,0,1,72.02,0.0,0.0,37.3,0,73,0,1,3,0,0,0,1,0,0,0
0,35,1,1,3,1,1,1,0,1,1,1,1,1,108.35,0.0,0.0,375.55,0,72,0,0,0,1,0,1,0,0,0,0
1,30,0,1,13,0,0,0,1,1,1,1,0,0,53.248000000000005,0.0,203.0,0.0,0,57,2,6,1,0,0,0,0,0,1,0
5,40,1,1,76,1,0,1,0,1,1,1,1,0,105.75,0.0,0.0,888.0,0,24,0,0,0,1,0,0,0,0,0,0
0,27,0,1,29,1,1,0,0,0,0,0,1,0,52.85,0.0,0.0,284.85,0,44,0,2,0,0,1,0,1,0,0,0
1,40,1,1,22,0,0,0,0,1,1,1,1,1,98.332,0.0,0.0,1980.0,0,65,0,3,2,0,0,0,0,0,1,0
6,56,1,1,26,1,1,0,1,0,1,1,0,1,75.85,0.0,1108.0,2104.48,1,33,1,0,0,0,1,0,1,0,1,0
5,37,1,0,0,0,0,0,0,0,0,0,0,1,24.1,0.0,0.0,1653.16,0,40,1,0,0,0,1,0,0,1,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,19.55,0.0,0.0,44.1,0,61,0,2,0,0,1,0,0,1,1,0
0,5,1,1,25,0,0,0,0,0,0,0,1,0,75.6,0.0,0.0,96.5,0,50,0,0,0,0,0,1,0,0,0,0
0,9,1,1,10,0,0,0,0,0,1,1,1,0,59.9,38.33,0.0,96.21,1,46,0,0,0,0,0,0,1,0,1,0
0,52,0,1,12,1,0,1,0,1,0,0,1,0,91.25,0.0,0.0,1628.12,1,43,0,0,0,1,0,0,1,0,0,0
1,13,0,0,0,0,0,0,0,0,0,0,0,0,19.55,0.0,0.0,548.99,0,21,3,2,0,0,1,0,0,1,0,1
1,34,0,1,13,0,0,0,0,1,0,0,0,0,81.432,0.0,333.0,457.3,1,36,0,1,0,0,0,0,1,0,0,0
0,41,0,0,0,0,0,0,0,0,0,0,0,0,20.15,29.95,0.0,1507.16,1,46,0,0,0,0,1,0,0,1,1,0
2,71,1,1,41,1,1,1,1,1,1,1,1,0,113.65,0.0,0.0,306.72,0,23,2,2,0,0,1,0,1,0,1,0
3,52,1,1,3,0,1,0,1,0,0,0,1,0,61.35,0.0,0.0,2321.8,1,39,0,1,1,0,0,0,0,0,0,0
0,51,1,0,0,0,0,0,0,0,0,0,0,0,24.75,0.0,0.0,921.57,1,63,0,1,0,0,1,0,0,1,1,0
0,66,1,1,6,0,1,0,1,1,1,1,0,1,104.25,44.0,412.0,2179.32,1,43,0,0,0,1,0,0,1,0,0,0
0,11,0,1,52,0,0,0,0,1,0,0,1,1,35.8,0.0,0.0,0.0,0,22,0,1,0,0,0,0,1,0,1,0
4,45,1,1,19,0,1,0,0,0,0,0,1,0,81.4,0.0,0.0,71.55,1,64,0,1,0,0,0,0,1,0,0,0
0,51,0,0,0,0,0,0,0,0,0,0,0,0,19.1,0.0,0.0,1495.83,1,34,0,2,1,1,0,0,0,1,0,0
1,22,1,1,19,0,0,0,0,0,1,1,1,1,88.50399999999999,0.0,0.0,356.4,1,40,0,3,3,0,0,0,0,0,0,0
0,10,0,1,11,0,0,0,1,1,1,1,0,1,95.1,43.25,95.0,456.9,1,32,0,0,0,0,0,0,1,0,1,0
1,4,1,1,30,0,0,0,0,0,0,0,1,0,77.94800000000001,0.0,9.26,112.44,1,76,0,1,0,0,0,1,0,0,0,0
0,29,0,1,21,0,1,1,0,1,1,0,1,1,101.45,0.0,0.0,191.11,1,79,0,0,0,1,0,0,1,0,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0,19.65,0.0,0.0,209.36,1,58,3,2,1,0,0,0,0,1,1,0
6,71,1,1,12,1,0,1,1,1,1,1,0,0,83.2,0.0,735.0,2491.3900000000003,1,47,0,2,0,0,1,0,0,0,0,0
0,38,1,1,13,1,1,1,0,1,1,1,1,0,84.1,0.0,0.0,954.18,0,57,0,0,0,1,0,1,0,0,0,0
0,2,1,1,33,0,0,0,0,0,0,0,1,1,79.56,0.0,0.0,34.44,1,30,0,4,0,0,0,0,1,0,0,0
1,72,1,1,5,1,1,1,1,1,1,1,1,1,117.15,0.0,42.65,1792.08,0,43,0,2,0,0,1,0,0,0,1,0
4,20,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,77.4,1,55,1,1,0,0,1,0,0,1,1,0
0,57,1,1,7,1,1,1,0,1,1,1,1,1,117.468,0.0,0.0,2785.02,0,38,0,1,0,0,1,0,0,0,0,0
9,64,1,0,0,0,0,0,0,0,0,0,0,0,25.55,0.0,0.0,3160.96,0,40,0,1,0,0,1,0,0,1,1,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0.0,0.0,538.12,0,40,0,1,0,0,0,0,0,1,0,0
0,63,1,1,85,1,0,1,1,0,1,1,0,1,71.9,0.0,3807.0,2683.17,1,20,0,1,0,0,1,0,0,0,0,0
0,2,1,1,21,0,1,0,0,0,1,1,0,0,93.08,0.0,34.0,94.94,0,69,0,5,0,0,0,1,0,0,0,0
10,71,0,1,85,1,1,1,1,1,1,1,0,0,66.8,0.0,3986.0,0.0,0,23,0,1,0,1,0,1,0,0,0,0
0,22,1,1,25,0,0,0,1,1,0,0,1,1,93.6,0.0,0.0,268.18,0,60,0,3,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0.0,0.0,345.41,0,52,0,1,0,1,0,0,0,1,0,1
5,3,1,1,46,0,0,0,0,1,1,1,0,1,99.008,0.0,135.0,69.78,0,21,0,1,1,0,0,0,1,0,0,0
5,11,1,1,30,0,0,1,1,1,1,0,0,1,108.212,0.0,340.0,189.75,0,73,0,1,0,0,0,0,0,0,0,0
0,61,1,1,42,1,1,1,1,1,1,1,0,1,118.6,0.0,3094.0,2365.58,0,25,0,2,0,1,0,1,0,0,0,0
0,3,0,1,59,0,0,1,1,1,0,1,1,1,89.85,0.0,14.42,75.30000000000001,1,24,0,3,0,0,0,0,1,0,1,0
7,33,0,1,30,1,0,1,0,1,1,1,0,0,74.75,0.0,736.0,1612.05,1,35,0,3,0,1,0,0,1,0,1,0
1,4,0,1,23,0,0,0,0,0,0,0,0,1,69.55,0.0,66.0,148.92,1,42,1,1,0,0,0,1,0,0,1,0
0,11,1,0,0,0,0,0,0,0,0,0,0,0,23.15,0.0,0.0,340.01,1,42,0,1,0,0,0,0,0,1,1,0
0,1,1,1,14,0,0,0,0,0,0,0,0,1,79.50800000000001,0.0,0.0,3.84,1,74,0,6,0,0,0,1,0,0,0,0
0,5,1,1,28,0,0,1,0,1,0,0,0,1,96.2,0.0,127.0,16.25,1,33,0,0,0,0,0,0,0,0,0,0
1,13,0,1,22,1,0,0,0,0,0,0,1,1,49.95,0.0,0.0,385.84,1,37,2,3,0,0,0,0,1,0,0,1
1,50,1,1,15,1,1,0,1,1,1,1,0,0,112.892,0.0,842.0,1471.5,0,58,0,3,0,1,0,0,0,0,0,0
0,24,1,1,3,1,0,0,1,0,0,0,0,1,84.35,0.0,58.0,619.4399999999999,0,44,0,0,0,0,0,0,0,0,0,0
0,1,0,1,58,0,0,0,0,1,1,1,0,1,93.496,0.0,0.0,32.85,1,21,0,1,0,0,0,0,0,0,0,0
1,2,0,1,22,0,1,0,0,0,0,0,0,0,52.156,0.0,25.0,13.72,0,75,0,4,1,0,0,0,1,0,1,0
6,61,1,1,29,1,1,0,0,1,1,1,0,1,106.2,0.0,1849.0,1687.26,1,40,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0.0,1471.6,1,62,0,1,0,0,1,0,0,1,0,0
1,3,0,1,4,0,1,0,0,0,0,0,0,0,29.8,0.0,4.0,0.0,1,62,0,1,0,0,0,1,0,0,1,0
2,18,0,1,7,0,0,1,1,0,0,0,0,1,54.4,0.0,67.0,809.46,0,43,0,0,0,1,0,0,1,0,1,0
0,67,0,1,9,1,0,1,1,0,1,1,1,1,72.35,0.0,0.0,361.13,0,63,0,0,0,1,0,1,0,0,0,0
0,1,0,1,8,0,1,0,0,0,0,0,0,0,49.5,0.0,0.0,16.99,0,56,0,2,1,0,0,0,1,0,0,0
7,50,1,1,7,1,0,1,0,1,1,1,0,1,104.4,0.0,366.0,1039.5,0,57,0,0,0,1,0,1,0,0,0,1
0,47,0,0,0,0,0,0,0,0,0,0,0,1,20.55,0.0,0.0,2100.43,0,34,0,2,1,0,1,0,0,1,1,0
0,7,0,1,13,0,0,0,0,0,0,0,1,1,71.05,0.0,0.0,199.5,0,48,1,2,0,0,0,0,1,0,0,0
0,33,1,0,0,0,0,0,0,0,0,0,0,0,25.7,0.0,0.0,1204.5,0,60,0,0,0,0,1,0,0,1,1,0
0,30,0,1,4,1,1,1,1,1,1,1,0,0,88.764,0.0,101.0,1290.3,0,59,0,4,0,1,0,0,1,0,0,0
0,1,0,1,2,0,0,0,0,0,0,0,1,0,25.25,0.0,0.0,0.0,0,40,0,0,0,0,0,0,1,0,0,0
6,37,1,1,9,1,0,1,1,0,0,0,1,1,62.8,16.97,0.0,166.5,1,57,0,1,0,0,1,1,0,0,1,0
4,18,0,1,17,0,0,0,1,0,0,0,1,1,50.3,0.0,0.0,647.28,0,42,0,1,0,0,0,0,1,0,1,0
0,19,0,1,20,1,1,1,0,0,0,0,1,1,60.6,0.0,0.0,693.1199999999999,0,52,3,1,0,0,0,0,0,0,0,0
0,3,1,1,25,0,0,0,0,0,0,0,1,1,80.028,0.0,5.71,115.14,1,44,0,2,2,0,0,0,0,0,0,0
3,72,0,1,56,1,0,1,1,1,1,1,0,1,80.45,0.0,3297.0,933.12,0,35,3,1,0,0,1,0,1,0,0,0
2,57,1,1,27,0,1,1,1,1,0,0,1,0,74.6,0.0,117.96,377.91,0,25,0,1,0,1,0,0,0,0,0,0
4,20,0,1,22,1,0,1,1,0,0,0,1,1,39.4,0.0,0.0,0.0,1,33,1,0,0,0,1,0,1,0,1,0
0,28,0,1,14,0,0,1,0,0,0,0,0,1,29.75,0.0,111.0,0.0,0,35,0,1,0,0,0,0,0,0,1,0
10,51,1,1,4,0,1,0,1,1,1,1,1,1,78.65,0.0,15.8,1297.95,0,35,0,0,0,1,0,1,0,0,1,0
0,10,1,1,14,1,0,0,0,1,1,1,1,0,102.492,0.0,0.0,275.7,1,51,0,4,0,0,0,1,0,0,0,0
1,72,1,1,30,1,1,1,1,0,1,1,0,0,103.95,0.0,2255.0,3306.96,1,26,2,3,1,0,1,0,1,0,1,0
1,6,0,0,0,0,0,0,0,0,0,0,0,1,20.4,0.0,0.0,248.16,1,54,3,2,0,0,1,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.2,0.0,0.0,13.27,1,55,0,2,0,0,0,0,0,1,0,1
0,36,1,1,4,0,1,1,0,1,1,1,1,1,104.8,0.0,15.55,1022.76,0,52,0,2,0,1,0,1,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,19.5,0.0,0.0,321.54,0,33,0,3,0,0,0,0,0,1,1,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0.0,0.0,757.0,0,50,0,0,0,0,0,0,0,1,0,1
0,70,1,1,30,1,1,1,1,1,1,1,1,1,113.65,0.0,238.18,1212.4,0,28,0,2,0,0,1,1,0,0,0,0
9,42,1,1,11,1,0,1,0,0,1,1,0,1,94.4,0.0,442.0,1728.7199999999998,1,52,0,0,0,0,0,0,1,0,0,0
0,35,0,1,7,0,0,1,0,0,1,1,0,1,62.1,0.0,147.0,75.25,0,61,0,2,0,0,0,1,0,0,0,0
0,35,1,0,0,0,0,0,0,0,0,0,0,1,25.6,0.0,0.0,1394.4,1,21,0,0,0,0,0,0,0,1,0,0
0,1,0,1,11,0,0,0,0,0,1,1,0,0,81.796,0.0,0.0,46.09,0,41,0,2,4,0,0,0,1,0,0,0
5,27,1,1,21,0,1,1,1,1,1,0,1,1,84.8,0.0,48.5,906.39,1,77,0,0,0,1,0,0,0,0,0,0
0,3,0,1,17,0,0,0,0,0,0,0,1,0,45.45,0.0,2.41,61.11,1,35,0,1,0,0,0,0,0,0,1,0
0,22,1,1,18,0,0,0,0,1,1,1,0,1,98.436,0.0,379.0,1018.16,1,52,0,4,0,0,0,1,0,0,1,0
0,54,0,1,26,0,1,1,0,1,1,1,1,1,55.45,0.0,0.0,0.0,1,72,0,1,0,1,0,0,1,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0.0,0.0,627.2,1,49,0,1,1,0,0,0,0,1,0,0
0,1,0,1,52,0,0,1,1,1,1,1,1,1,75.5,0.0,0.0,5.63,1,26,0,1,2,0,0,1,0,0,0,0
0,61,1,1,24,1,0,1,1,1,1,1,1,0,86.45,0.0,0.0,275.11,0,57,0,2,1,0,1,0,1,0,1,0
7,32,0,1,57,0,1,0,0,1,0,0,1,1,86.1,0.0,0.0,853.12,0,45,3,1,0,0,0,0,0,0,0,0
1,32,1,1,12,0,0,1,0,0,0,0,0,1,82.05600000000001,0.0,294.0,722.24,1,62,0,5,1,0,0,0,1,0,0,0
0,39,1,1,3,0,1,0,0,0,1,1,1,0,90.7,0.0,0.0,782.3399999999999,1,76,0,0,0,0,1,1,0,0,0,0
0,40,1,1,29,0,1,1,0,1,1,1,0,1,102.65,0.0,1191.0,1311.2,1,42,0,1,1,0,0,0,1,0,1,0
8,13,1,1,6,1,1,0,0,0,1,1,1,0,93.8,0.0,0.0,625.9499999999999,1,79,0,1,0,0,1,1,0,0,1,0
2,70,0,0,0,0,0,0,0,0,0,0,0,1,19.55,0.0,0.0,1113.0,0,73,0,0,0,0,1,0,0,1,1,0
3,15,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,568.5,0,57,1,1,1,0,0,0,0,1,1,0
0,41,1,0,0,0,0,0,0,0,0,0,0,1,25.25,0.0,0.0,1689.61,1,23,0,2,0,0,0,0,0,1,0,0
0,3,1,1,31,0,0,0,0,0,0,0,0,1,79.092,0.0,72.0,90.75,1,71,0,4,3,0,0,1,0,0,0,0
0,53,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0.0,0.0,1281.01,1,29,0,1,0,0,1,0,0,1,1,0
4,26,0,1,23,1,1,0,1,0,0,0,0,0,38.85,0.0,236.0,0.0,0,40,3,0,0,0,0,0,1,0,1,0
0,1,0,1,26,1,0,0,0,0,0,0,0,0,51.2,0.0,0.0,2.98,0,42,3,0,0,0,0,0,1,0,1,0
0,22,1,1,53,0,1,0,0,1,0,0,1,1,89.1,0.0,0.0,649.88,1,42,3,0,0,0,0,0,1,0,1,0
9,43,0,1,21,1,0,0,1,0,0,0,0,0,34.0,49.22,316.0,0.0,0,34,0,0,0,0,0,1,0,0,0,0
0,60,0,1,6,0,1,0,0,1,1,1,0,1,52.832,0.0,182.0,0.0,0,58,0,0,0,0,0,1,0,0,0,0
0,13,0,1,30,1,1,0,1,0,1,1,1,0,67.8,0.0,0.0,369.85,0,36,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0.0,0.0,277.13,0,41,0,3,0,1,0,0,0,1,1,0
5,17,1,1,52,0,1,0,0,1,1,1,0,1,75.4,0.0,688.0,129.2,0,29,0,0,0,0,0,0,0,0,0,0
1,72,1,1,26,1,1,1,1,1,1,1,0,1,90.8,0.0,1663.0,1485.36,1,64,2,1,0,0,1,0,1,0,1,0
6,69,1,1,19,1,0,0,0,1,1,1,0,0,99.15,0.0,1306.0,3129.15,0,52,0,2,0,0,1,0,0,0,0,0
1,66,1,1,21,1,1,0,1,1,1,1,1,0,85.25,0.0,0.0,2828.1,1,58,0,0,0,0,1,1,0,0,0,0
1,56,1,1,9,1,1,1,0,0,0,0,1,1,93.15,0.0,47.29,2258.48,1,45,0,0,0,1,0,0,1,0,0,0
0,2,0,1,22,0,0,0,0,0,0,0,0,1,46.48800000000001,0.0,21.0,82.86,1,72,0,4,0,0,0,0,1,0,0,0
0,7,1,1,65,0,0,0,0,0,1,1,0,1,90.272,0.0,403.0,214.27,1,22,0,1,1,0,0,0,0,0,0,0
0,23,1,1,6,0,0,1,1,1,0,0,1,1,96.9,0.0,0.0,195.5,1,61,0,0,0,0,0,0,1,0,1,0
0,52,0,1,18,1,1,1,1,1,1,1,1,0,63.9,0.0,0.0,0.0,1,57,0,0,0,0,1,0,0,0,1,0
0,64,1,0,0,0,0,0,0,0,0,0,0,0,25.65,0.0,0.0,1883.52,1,76,0,0,0,0,1,0,0,1,1,0
7,15,0,0,0,0,0,0,0,0,0,0,0,0,20.55,0.0,0.0,519.45,0,23,0,1,0,1,0,0,0,1,1,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,20.85,0.0,0.0,812.36,1,45,0,0,0,0,0,0,0,1,0,0
3,9,1,1,21,1,0,0,0,0,1,1,1,1,88.05,0.0,16.83,201.69,1,49,0,0,0,0,0,1,0,0,0,0
0,44,1,1,26,0,1,0,0,1,1,1,1,1,77.55,0.0,0.0,223.08,0,39,3,1,0,1,0,0,1,0,1,0
0,1,1,1,7,0,0,0,0,0,0,0,1,1,76.492,0.0,0.0,36.92,1,75,0,2,0,0,0,0,0,0,0,0
1,21,0,1,59,0,0,0,0,0,0,0,0,1,26.05,0.0,334.0,0.0,1,23,9,2,0,0,0,1,0,0,0,0
6,43,1,1,8,0,0,0,1,1,0,0,0,1,64.85,0.0,233.0,558.14,0,64,0,0,0,1,0,0,1,0,0,0
0,4,0,1,33,0,0,1,0,0,0,0,1,1,76.85600000000001,0.0,0.0,134.6,1,50,0,2,1,0,0,0,0,0,0,0
1,21,1,1,65,1,0,1,0,1,1,1,1,1,108.576,0.0,0.0,808.9200000000001,0,22,0,4,0,0,0,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0.0,0.0,330.4,0,35,0,0,0,1,0,0,0,1,1,0
0,4,0,1,21,0,0,0,1,0,0,0,1,1,50.8,0.0,0.0,7.52,1,58,0,1,0,0,0,0,0,0,1,0
